id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_lua_id	pr_model_id	pr_pool_id
213674_x_at	-666	-666	-666	3495	IGHD	immunoglobulin heavy constant delta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214973_x_at	-666	-666	-666	3495	IGHD	immunoglobulin heavy constant delta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215621_s_at	-666	-666	-666	3495	IGHD	immunoglobulin heavy constant delta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222285_at	-666	-666	-666	3495	IGHD	immunoglobulin heavy constant delta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215721_at	-666	-666	-666	3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216892_at	-666	-666	-666	3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217039_x_at	-666	-666	-666	3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217222_at	-666	-666	-666	3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217369_at	-666	-666	-666	3500	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209374_s_at	-666	-666	-666	3507	IGHM	immunoglobulin heavy constant mu	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212827_at	-666	-666	-666	3507	IGHM	immunoglobulin heavy constant mu	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216491_x_at	-666	-666	-666	3507	IGHM	immunoglobulin heavy constant mu	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
31861_at	-666	-666	-666	3508	IGHMBP2	immunoglobulin mu binding protein 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210450_at	-666	-666	-666	28387	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212592_at	-666	-666	-666	3512	IGJ	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214669_x_at	-666	-666	-666	3514	IGKC	immunoglobulin kappa constant	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215217_at	-666	-666	-666	3514	IGKC	immunoglobulin kappa constant	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217480_x_at	-666	-666	-666	3514	IGKC	immunoglobulin kappa constant	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211835_at	-666	-666	-666	28299	IGKV1-5	immunoglobulin kappa variable 1-5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214768_x_at	-666	-666	-666	28299	IGKV1-5	immunoglobulin kappa variable 1-5	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216517_at	-666	-666	-666	28904	IGKV1D-8	immunoglobulin kappa variable 1D-8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211908_x_at	-666	-666	-666	28912	IGKV3-20	immunoglobulin kappa variable 3-20	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214777_at	-666	-666	-666	28908	IGKV4-1	immunoglobulin kappa variable 4-1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209138_x_at	-666	-666	-666	3535	IGL@	immunoglobulin lambda locus	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215214_at	-666	-666	-666	3535	IGL@	immunoglobulin lambda locus	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216560_x_at	-666	-666	-666	3535	IGL@	immunoglobulin lambda locus	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216852_x_at	-666	-666	-666	3535	IGL@	immunoglobulin lambda locus	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211798_x_at	-666	-666	-666	28831	IGLJ3	immunoglobulin lambda joining 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211881_x_at	-666	-666	-666	28831	IGLJ3	immunoglobulin lambda joining 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206660_at	-666	-666	-666	3543	IGLL1	immunoglobulin lambda-like polypeptide 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215946_x_at	-666	-666	-666	91353	IGLL3P	immunoglobulin lambda-like polypeptide 3, pseudogene	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216412_x_at	-666	-666	-666	28825	IGLV1-40	immunoglobulin lambda variable 1-40	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216984_x_at	-666	-666	-666	28813	IGLV2-23	immunoglobulin lambda variable 2-23	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216365_x_at	-666	-666	-666	28797	IGLV3-19	immunoglobulin lambda variable 3-19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216853_x_at	-666	-666	-666	28797	IGLV3-19	immunoglobulin lambda variable 3-19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215777_at	-666	-666	-666	28785	IGLV4-60	immunoglobulin lambda variable 4-60	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215035_at	-666	-666	-666	28778	IGLV6-57	immunoglobulin lambda variable 6-57	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207695_s_at	-666	-666	-666	3547	IGSF1	immunoglobulin superfamily, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202421_at	-666	-666	-666	3321	IGSF3	immunoglobulin superfamily, member 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206420_at	-666	-666	-666	10261	IGSF6	immunoglobulin superfamily, member 6	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215166_at	-666	-666	-666	22997	IGSF9B	immunoglobulin superfamily, member 9B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215255_at	-666	-666	-666	22997	IGSF9B	immunoglobulin superfamily, member 9B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215420_at	-666	-666	-666	3549	IHH	Indian hedgehog	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200066_at	-666	-666	-666	3550	IK	IK cytokine, down-regulator of HLA II	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202490_at	-666	-666	-666	8518	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209342_s_at	-666	-666	-666	3551	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211027_s_at	-666	-666	-666	3551	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214398_s_at	-666	-666	-666	9641	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209929_s_at	-666	-666	-666	8517	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
36004_at	-666	-666	-666	8517	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205038_at	-666	-666	-666	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216901_s_at	-666	-666	-666	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220704_at	-666	-666	-666	10320	IKZF1	IKAROS family zinc finger 1 (Ikaros)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220567_at	-666	-666	-666	22807	IKZF2	IKAROS family zinc finger 2 (Helios)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221092_at	-666	-666	-666	22806	IKZF3	IKAROS family zinc finger 3 (Aiolos)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208472_at	-666	-666	-666	64375	IKZF4	IKAROS family zinc finger 4 (Eos)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220086_at	-666	-666	-666	64376	IKZF5	IKAROS family zinc finger 5 (Pegasus)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207433_at	-666	-666	-666	3586	IL10	interleukin 10	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204912_at	-666	-666	-666	3587	IL10RA	interleukin 10 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209575_at	-666	-666	-666	3588	IL10RB	interleukin 10 receptor, beta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206924_at	-666	-666	-666	3589	IL11	interleukin 11	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206926_s_at	-666	-666	-666	3589	IL11	interleukin 11	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204773_at	-666	-666	-666	3590	IL11RA	interleukin 11 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207160_at	-666	-666	-666	3592	IL12A	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207901_at	-666	-666	-666	3593	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206890_at	-666	-666	-666	3594	IL12RB1	interleukin 12 receptor, beta 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206999_at	-666	-666	-666	3595	IL12RB2	interleukin 12 receptor, beta 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207844_at	-666	-666	-666	3596	IL13	interleukin 13	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201888_s_at	-666	-666	-666	3597	IL13RA1	interleukin 13 receptor, alpha 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210904_s_at	-666	-666	-666	3597	IL13RA1	interleukin 13 receptor, alpha 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211612_s_at	-666	-666	-666	3597	IL13RA1	interleukin 13 receptor, alpha 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206172_at	-666	-666	-666	3598	IL13RA2	interleukin 13 receptor, alpha 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205992_s_at	-666	-666	-666	3600	IL15	interleukin 15	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217371_s_at	-666	-666	-666	3600	IL15	interleukin 15	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207375_s_at	-666	-666	-666	3601	IL15RA	interleukin 15 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209827_s_at	-666	-666	-666	3603	IL16	interleukin 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209828_s_at	-666	-666	-666	3603	IL16	interleukin 16	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208402_at	-666	-666	-666	3605	IL17A	interleukin 17A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216876_s_at	-666	-666	-666	3605	IL17A	interleukin 17A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220273_at	-666	-666	-666	27190	IL17B	interleukin 17B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205707_at	-666	-666	-666	23765	IL17RA	interleukin 17 receptor A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219255_x_at	-666	-666	-666	55540	IL17RB	interleukin 17 receptor B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221926_s_at	-666	-666	-666	84818	IL17RC	interleukin 17 receptor C	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
64440_at	-666	-666	-666	84818	IL17RC	interleukin 17 receptor C	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206295_at	-666	-666	-666	3606	IL18	interleukin 18 (interferon-gamma-inducing factor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219323_s_at	-666	-666	-666	10068	IL18BP	interleukin 18 binding protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206618_at	-666	-666	-666	8809	IL18R1	interleukin 18 receptor 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207072_at	-666	-666	-666	8807	IL18RAP	interleukin 18 receptor accessory protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220745_at	-666	-666	-666	29949	IL19	interleukin 19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208200_at	-666	-666	-666	3552	IL1A	interleukin 1, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210118_s_at	-666	-666	-666	3552	IL1A	interleukin 1, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
39402_at	-666	-666	-666	3553	IL1B	interleukin 1, beta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202948_at	-666	-666	-666	3554	IL1R1	interleukin 1 receptor, type I	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
215561_s_at	-666	-666	-666	3554	IL1R1	interleukin 1 receptor, type I	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205403_at	-666	-666	-666	7850	IL1R2	interleukin 1 receptor, type II	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211372_s_at	-666	-666	-666	7850	IL1R2	interleukin 1 receptor, type II	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205227_at	-666	-666	-666	3556	IL1RAP	interleukin 1 receptor accessory protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210233_at	-666	-666	-666	3556	IL1RAP	interleukin 1 receptor accessory protein	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220663_at	-666	-666	-666	11141	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221112_at	-666	-666	-666	26280	IL1RAPL2	interleukin 1 receptor accessory protein-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207526_s_at	-666	-666	-666	9173	IL1RL1	interleukin 1 receptor-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210442_at	-666	-666	-666	9173	IL1RL1	interleukin 1 receptor-like 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208038_at	-666	-666	-666	8808	IL1RL2	interleukin 1 receptor-like 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212657_s_at	-666	-666	-666	3557	IL1RN	interleukin 1 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212659_s_at	-666	-666	-666	3557	IL1RN	interleukin 1 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216243_s_at	-666	-666	-666	3557	IL1RN	interleukin 1 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216244_at	-666	-666	-666	3557	IL1RN	interleukin 1 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216245_at	-666	-666	-666	3557	IL1RN	interleukin 1 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207849_at	-666	-666	-666	3558	IL2	interleukin 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219115_s_at	-666	-666	-666	53832	IL20RA	interleukin 20 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221271_at	-666	-666	-666	59067	IL21	interleukin 21	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219971_at	-666	-666	-666	50615	IL21R	interleukin 21 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221658_s_at	-666	-666	-666	50615	IL21R	interleukin 21 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221165_s_at	-666	-666	-666	50616	IL22	interleukin 22	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220056_at	-666	-666	-666	58985	IL22RA1	interleukin 22 receptor, alpha 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216857_at	-666	-666	-666	51561	IL23A	interleukin 23, alpha subunit p19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220054_at	-666	-666	-666	51561	IL23A	interleukin 23, alpha subunit p19	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206569_at	-666	-666	-666	11009	IL24	interleukin 24	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220971_at	-666	-666	-666	64806	IL25	interleukin 25	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221111_at	-666	-666	-666	55801	IL26	interleukin 26	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205926_at	-666	-666	-666	9466	IL27RA	interleukin 27 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217702_at	-666	-666	-666	9466	IL27RA	interleukin 27 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222062_at	-666	-666	-666	9466	IL27RA	interleukin 27 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206341_at	-666	-666	-666	3559	IL2RA	interleukin 2 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211269_s_at	-666	-666	-666	3559	IL2RA	interleukin 2 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205291_at	-666	-666	-666	3560	IL2RB	interleukin 2 receptor, beta	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204116_at	-666	-666	-666	3561	IL2RG	interleukin 2 receptor, gamma	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207906_at	-666	-666	-666	3562	IL3	interleukin 3 (colony-stimulating factor, multiple)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203828_s_at	-666	-666	-666	9235	IL32	interleukin 32	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209821_at	-666	-666	-666	90865	IL33	interleukin 33	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221404_at	-666	-666	-666	27179	IL36A	interleukin 36, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220322_at	-666	-666	-666	56300	IL36G	interleukin 36, gamma	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222223_s_at	-666	-666	-666	26525	IL36RN	interleukin 36 receptor antagonist	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221470_s_at	-666	-666	-666	27178	IL37	interleukin 37	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206148_at	-666	-666	-666	3563	IL3RA	interleukin 3 receptor, alpha (low affinity)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207538_at	-666	-666	-666	3565	IL4	interleukin 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207539_s_at	-666	-666	-666	3565	IL4	interleukin 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207952_at	-666	-666	-666	3567	IL5	interleukin 5 (colony-stimulating factor, eosinophil)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207902_at	-666	-666	-666	3568	IL5RA	interleukin 5 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210744_s_at	-666	-666	-666	3568	IL5RA	interleukin 5 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211516_at	-666	-666	-666	3568	IL5RA	interleukin 5 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211517_s_at	-666	-666	-666	3568	IL5RA	interleukin 5 receptor, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205207_at	-666	-666	-666	3569	IL6	interleukin 6 (interferon, beta 2)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205945_at	-666	-666	-666	3570	IL6R	interleukin 6 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217489_s_at	-666	-666	-666	3570	IL6R	interleukin 6 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204863_s_at	-666	-666	-666	3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204864_s_at	-666	-666	-666	3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211000_s_at	-666	-666	-666	3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212195_at	-666	-666	-666	3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212196_at	-666	-666	-666	3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
206693_at	-666	-666	-666	3574	IL7	interleukin 7	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205798_at	-666	-666	-666	3575	IL7R	interleukin 7 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202859_x_at	-666	-666	-666	3576	IL8	interleukin 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211506_s_at	-666	-666	-666	3576	IL8	interleukin 8	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208193_at	-666	-666	-666	3578	IL9	interleukin 9	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208164_s_at	-666	-666	-666	3581	IL9R	interleukin 9 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217212_s_at	-666	-666	-666	3581	IL9R	interleukin 9 receptor	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200052_s_at	-666	-666	-666	3608	ILF2	interleukin enhancer binding factor 2, 45kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208930_s_at	-666	-666	-666	3609	ILF3	interleukin enhancer binding factor 3, 90kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208931_s_at	-666	-666	-666	3609	ILF3	interleukin enhancer binding factor 3, 90kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
211375_s_at	-666	-666	-666	3609	ILF3	interleukin enhancer binding factor 3, 90kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217804_s_at	-666	-666	-666	3609	ILF3	interleukin enhancer binding factor 3, 90kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
217805_at	-666	-666	-666	3609	ILF3	interleukin enhancer binding factor 3, 90kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221548_s_at	-666	-666	-666	80895	ILKAP	integrin-linked kinase-associated serine/threonine phosphatase	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
202993_at	-666	-666	-666	10994	ILVBL	ilvB (bacterial acetolactate synthase)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210624_s_at	-666	-666	-666	10994	ILVBL	ilvB (bacterial acetolactate synthase)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
216270_at	-666	-666	-666	10994	ILVBL	ilvB (bacterial acetolactate synthase)-like	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
200955_at	-666	-666	-666	10989	IMMT	inner membrane protein, mitochondrial	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221688_s_at	-666	-666	-666	55272	IMP3	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
212411_at	-666	-666	-666	92856	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203011_at	-666	-666	-666	3612	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
203126_at	-666	-666	-666	3613	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218637_at	-666	-666	-666	55364	IMPACT	Impact homolog (mouse)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218516_s_at	-666	-666	-666	54928	IMPAD1	inositol monophosphatase domain containing 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204169_at	-666	-666	-666	3614	IMPDH1	IMP (inosine 5'-monophosphate) dehydrogenase 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
201892_s_at	-666	-666	-666	3615	IMPDH2	IMP (inosine 5'-monophosphate) dehydrogenase 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207054_at	-666	-666	-666	3617	IMPG1	interphotoreceptor matrix proteoglycan 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
220830_at	-666	-666	-666	50939	IMPG2	interphotoreceptor matrix proteoglycan 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204465_s_at	-666	-666	-666	9118	INA	internexin neuronal intermediate filament protein, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214493_s_at	-666	-666	-666	10207	INADL	InaD-like (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
214705_at	-666	-666	-666	10207	INADL	InaD-like (Drosophila)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
219769_at	-666	-666	-666	3619	INCENP	inner centromere protein antigens 135/155kDa	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207252_at	-666	-666	-666	8552	INE1	inactivation escape 1 (non-protein coding)	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218144_s_at	-666	-666	-666	64423	INF2	inverted formin, FH2 and WH2 domain containing	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
208415_x_at	-666	-666	-666	3621	ING1	inhibitor of growth family, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
209808_x_at	-666	-666	-666	3621	ING1	inhibitor of growth family, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210350_x_at	-666	-666	-666	3621	ING1	inhibitor of growth family, member 1	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205981_s_at	-666	-666	-666	3622	ING2	inhibitor of growth family, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
213544_at	-666	-666	-666	3622	ING2	inhibitor of growth family, member 2	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205070_at	-666	-666	-666	54556	ING3	inhibitor of growth family, member 3	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
218234_at	-666	-666	-666	51147	ING4	inhibitor of growth family, member 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
48825_at	-666	-666	-666	51147	ING4	inhibitor of growth family, member 4	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210141_s_at	-666	-666	-666	3623	INHA	inhibin, alpha	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
204926_at	-666	-666	-666	3624	INHBA	inhibin, beta A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210511_s_at	-666	-666	-666	3624	INHBA	inhibin, beta A	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
205258_at	-666	-666	-666	3625	INHBB	inhibin, beta B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
207687_at	-666	-666	-666	3626	INHBC	inhibin, beta C	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
210587_at	-666	-666	-666	83729	INHBE	inhibin, beta E	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
221251_x_at	-666	-666	-666	83444	INO80B	INO80 complex subunit B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
222093_s_at	-666	-666	-666	83444	INO80B	INO80 complex subunit B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
65133_i_at	-666	-666	-666	83444	INO80B	INO80 complex subunit B	-666	-666	N	-666	mlr12k_epsilon5253_978	-666
